,game_code,date,team,side,opp,pos,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,K,HBP,SH,SF,GDP,w_park_factor,r_wOBA,r_PA,r_1B_PA,r_2B_PA,r_3B_PA,r_HR_PA,r_BB_PA,r_IBB_PA,r_HBP_PA,r_GDP_PA,r_K_PA,r_SF_PA,r_SH_PA,r_avg_pf,h_wOBA,h_PA,h_1B_PA,h_2B_PA,h_3B_PA,h_HR_PA,h_BB_PA,h_IBB_PA,h_HBP_PA,h_GDP_PA,h_K_PA,h_SF_PA,h_SH_PA,h_avg_pf
76,TEX-2015-06-02,2015-06-02,TEX,H,CHW,PH C,4,4,1,2,0,0,1,5,0,0,1,0,0,0,0,420,0.15,29.0,0.103,0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.414,0.0,0.069,99.759,0.287,203.0,0.148,0.039,0.0,0.015,0.084,0.0,0.015,0.005,0.271,0.01,0.01,99.389
77,TEX-2015-06-03,2015-06-03,TEX,H,CHW,C,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0.228,33.0,0.121,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.394,0.0,0.061,100.394,0.296,207.0,0.15,0.039,0.0,0.019,0.082,0.0,0.014,0.005,0.271,0.01,0.01,99.498
78,KCR-2015-06-06,2015-06-06,TEX,A,KCR,C,4,3,1,1,0,0,0,0,0,0,2,1,0,0,0,408,0.196,29.0,0.069,0.034,0.0,0.034,0.0,0.0,0.0,0.0,0.379,0.0,0.069,99.759,0.288,207.0,0.145,0.039,0.0,0.019,0.077,0.0,0.014,0.005,0.271,0.01,0.01,99.633
79,OAK-2015-06-11,2015-06-11,TEX,A,OAK,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,294,0.239,30.0,0.1,0.033,0.0,0.033,0.0,0.0,0.033,0.0,0.433,0.0,0.033,99.633,0.29,206.0,0.146,0.039,0.0,0.019,0.073,0.0,0.019,0.005,0.277,0.01,0.01,99.621
80,TEX-2015-06-12,2015-06-12,TEX,H,MIN,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,315,0.216,33.0,0.091,0.03,0.0,0.03,0.0,0.0,0.03,0.0,0.424,0.0,0.03,99.485,0.272,205.0,0.137,0.039,0.0,0.015,0.073,0.0,0.02,0.005,0.283,0.01,0.01,99.629
81,LAD-2015-06-17,2015-06-17,TEX,A,LAD,C,4,4,0,0,0,0,0,0,0,0,3,0,0,0,1,384,0.247,23.0,0.13,0.0,0.0,0.043,0.0,0.0,0.043,0.0,0.304,0.0,0.0,99.0,0.272,205.0,0.137,0.039,0.0,0.015,0.073,0.0,0.02,0.005,0.273,0.01,0.01,99.732
82,CHW-2015-06-20,2015-06-20,TEX,A,CHW,C,3,3,0,2,0,0,0,1,0,0,1,0,0,0,0,297,0.209,27.0,0.111,0.0,0.0,0.037,0.0,0.0,0.037,0.037,0.37,0.0,0.0,98.556,0.266,209.0,0.134,0.038,0.0,0.014,0.072,0.0,0.019,0.01,0.282,0.01,0.01,99.66
83,TEX-2015-06-24,2015-06-24,TEX,H,OAK,C,4,4,0,1,1,0,0,2,0,0,1,0,0,0,0,420,0.198,18.0,0.167,0.0,0.0,0.0,0.0,0.0,0.056,0.056,0.444,0.0,0.0,94.333,0.276,205.0,0.141,0.039,0.0,0.015,0.073,0.0,0.02,0.01,0.283,0.01,0.01,99.741
84,BAL-2015-06-29,2015-06-29,TEX,A,BAL,C,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,404,0.178,18.0,0.111,0.056,0.0,0.0,0.0,0.0,0.0,0.056,0.389,0.0,0.0,95.0,0.267,205.0,0.132,0.039,0.0,0.015,0.073,0.0,0.02,0.01,0.288,0.01,0.01,99.878
85,TEX-2015-07-04,2015-07-04,TEX,H,LAA,C,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,315,0.385,16.0,0.125,0.062,0.0,0.062,0.062,0.0,0.0,0.062,0.375,0.0,0.0,94.062,0.282,202.0,0.134,0.04,0.0,0.02,0.074,0.0,0.02,0.01,0.282,0.01,0.01,100.025
86,TEX-2015-07-10,2015-07-10,TEX,H,SDP,C,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,315,0.412,15.0,0.133,0.067,0.0,0.067,0.067,0.0,0.0,0.0,0.267,0.0,0.0,95.733,0.258,188.0,0.117,0.027,0.0,0.021,0.08,0.0,0.021,0.005,0.298,0.011,0.011,99.888
87,TEX-2015-07-12,2015-07-12,TEX,H,SDP,C,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,210,0.286,15.0,0.0,0.067,0.0,0.067,0.067,0.0,0.0,0.0,0.2,0.0,0.0,96.933,0.254,191.0,0.115,0.026,0.0,0.021,0.079,0.0,0.021,0.005,0.293,0.01,0.01,99.969
